scenario_id,flow,previous_audit_status,current_verified_status,closure_status,source_evidence,test_evidence,postgres_evidence,browser_evidence,remaining_gap,finding_id,notes
"B-040","CREATE","LEGACY_ACTIVE","VERIFIED_OWNERSHIP","CLOSED_LEGACY_OWNED","apps/api/src/games/game-routes.ts; packages/database/src/game-repository.ts; apps/web/src/CreateGamePage.tsx","game-routes.test.ts; game-repository.test.ts; CreateGamePage.test.tsx","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-LEGACY-OWNED","Legacy LK1 game create"
"E-001","JOIN","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Free join with open seat"
"E-002","JOIN","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Free join takes last seat"
"E-003","JOIN","MAIN_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Two concurrent joins for last seat"
"E-004","JOIN","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Join without expectedRevision"
"E-005","JOIN","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Join with current expectedRevision"
"E-006","JOIN","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Join with stale expectedRevision"
"E-007","JOIN","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Join missing game"
"E-008","JOIN","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Join non-scheduled game"
"E-009","JOIN","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Join after cutoff"
"E-010","JOIN","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Join already participant"
"E-011","JOIN","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Join already reserved"
"E-012","JOIN","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Join already waitlisted"
"E-013","JOIN","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Join full game"
"E-014","JOIN","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Join requires missing player level"
"E-015","JOIN","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Join player level unknown"
"E-016","JOIN","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Join outside allowed level"
"E-017","JOIN","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Join level sport mismatch"
"E-018","JOIN","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Join level scale mismatch"
"E-019","JOIN","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Join activity level undefined"
"E-020","JOIN","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Join activity level invalid"
"E-021","JOIN","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Join level policy misconfigured"
"E-022","JOIN","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Join with valid invitation"
"E-023","JOIN","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Join with invalid invitation"
"E-024","JOIN","MAIN_PARTIAL","BLOCKED_EXTERNAL_DEPENDENCY","BLOCKED_EXTERNAL","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-P0-01","Paid split join creates reservation"
"E-025","JOIN","MAIN_PARTIAL","BLOCKED_EXTERNAL_DEPENDENCY","BLOCKED_EXTERNAL","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-P0-01","Subscription join creates reservation snapshot"
"E-026","JOIN","MAIN_PARTIAL","BLOCKED_EXTERNAL_DEPENDENCY","BLOCKED_EXTERNAL","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-P0-01","Pending payment reservation"
"E-027","JOIN","MAIN_PARTIAL","BLOCKED_EXTERNAL_DEPENDENCY","BLOCKED_EXTERNAL","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-P0-01","Reservation expiry scheduled"
"E-028","JOIN","NOT_IMPLEMENTED","BLOCKED_SAFE_MODEL","BLOCKED_PRODUCT_DECISION","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-BLOCK-RESERVATION-EXPIRY","Reservation expiry executes automatically"
"E-029","JOIN","NOT_IMPLEMENTED","BLOCKED_EXTERNAL_DEPENDENCY","BLOCKED_EXTERNAL","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-P0-01","Payment confirmation via public join operation"
"E-030","JOIN","FEATURE_GATED","BLOCKED_EXTERNAL_DEPENDENCY","BLOCKED_EXTERNAL","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-P0-01","Payment confirmation via legacy bridge"
"E-031","JOIN","MAIN_IMPLEMENTED","BLOCKED_EXTERNAL_DEPENDENCY","BLOCKED_EXTERNAL","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-P0-01","Payment evidence exact replay"
"E-032","JOIN","MAIN_IMPLEMENTED","BLOCKED_EXTERNAL_DEPENDENCY","BLOCKED_EXTERNAL","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-P0-01","Payment evidence provider-operation conflict"
"E-033","JOIN","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Operation poll free join"
"E-034","JOIN","MAIN_PARTIAL","BLOCKED_EXTERNAL_DEPENDENCY","BLOCKED_EXTERNAL","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-P0-01","Operation poll paid reservation convergence"
"E-035","JOIN","MAIN_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Lost response after free join commit"
"E-036","JOIN","MAIN_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Same key different join payload"
"E-037","JOIN","MAIN_PARTIAL","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Projection lag after join"
"E-038","JOIN","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Chat access after active join"
"E-039","JOIN","MAIN_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Reserved player denied chat"
"E-040","JOIN","MAIN_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Games roster repository unavailable"
"F-001","WAITLIST","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Join waitlist when full"
"F-002","WAITLIST","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Join waitlist with free seat"
"F-003","WAITLIST","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Join waitlist disabled"
"F-004","WAITLIST","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Duplicate waitlist join"
"F-005","WAITLIST","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Participant attempts waitlist"
"F-006","WAITLIST","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Reserved player attempts waitlist"
"F-007","WAITLIST","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Leave waitlist"
"F-008","WAITLIST","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Leave waitlist twice"
"F-009","WAITLIST","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Waitlist cancelled game"
"F-010","WAITLIST","MAIN_PARTIAL","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Release one seat schedules promotion"
"F-011","WAITLIST","NOT_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Automatic promote first user"
"F-012","WAITLIST","MAIN_PARTIAL","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Concurrent leave join promotion"
"F-013","WAITLIST","MAIN_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Promotion rechecks eligibility"
"F-014","WAITLIST","MAIN_PARTIAL","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Promotion requires payment reservation"
"F-015","WAITLIST","NOT_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Promotion reservation timeout"
"F-016","WAITLIST","MAIN_PARTIAL","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Promotion skips denied candidate to next"
"F-017","WAITLIST","CONTRACT_ONLY","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Promotion notification"
"F-018","WAITLIST","MAIN_PARTIAL","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-roster-repository.ts; apps/api/src/games/game-routes.ts","game-roster-repository.test.ts; game-routes.test.ts; game-create-recovery-postgres.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI and real browser freeze remain","","Promotion read-model update"
